gene,log2FoldChange,t_statistic,p_value,p_adjusted,q_value,significant,significant_fdr
BOLL,0.1567160947048647,0.4757664837891191,0.6406946053788116,1.0,0.8985038235251048,False,False
BORA,0.3407703081000353,0.6713886439219758,0.5170158337944075,1.0,0.8498019367435592,False,False
BORCS5,-0.23006700879553144,-1.9226178637607712,0.0694315564180891,1.0,0.4613917821921345,False,False
BORCS6,0.11316276982920703,0.36993828330909345,0.7151575143399572,1.0,0.9246786467424736,False,False
BORCS7,-0.2868950303036133,-2.2012816388271026,0.04142856282154821,1.0,0.3836914122410367,False,False
BORCS8,-0.3229389516555585,-2.426971172125769,0.025011973930422617,1.0,0.3253964730893332,False,False
BPESC1,-0.279410622251125,-0.4873399463200775,0.6326080305587513,1.0,0.8955482699077693,False,False
BPGM,-0.2753261310240287,-1.819624194153337,0.08922297186453879,1.0,0.5026259787500541,False,False
BPHL,-0.20906703519665548,-1.5465267721079115,0.14571685005869664,1.0,0.5790531023108632,False,False
BPIFA1,0.4303724583942321,0.7233474201439086,0.4820546224552555,1.0,0.8305841497795852,False,False
BPIFA2,0.02506596371471126,0.06311888900455616,0.9505234398465569,1.0,0.9875707418240713,False,False
BPIFA3,0.3924626720545419,0.9053158032981302,0.37769440389933945,1.0,0.7753646874935266,False,False
BPIFA4P,0.7391327540290673,1.4005168470387472,0.1801282372887858,1.0,0.6164109216497479,False,False
BPIFB1,0.5178018302350318,1.6715354577195516,0.10966604777741235,1.0,0.5322468659065156,False,False
BPIFB2,0.29787340974620147,0.644517125063255,0.5289118359156333,1.0,0.8526654842357932,False,False
BPIFB4,-0.17639829216441605,-0.3340559474324493,0.7428084863596609,1.0,0.9335743316379249,False,False
BPIFB6,-0.3266780047308808,-0.821129501818486,0.4244308983131308,1.0,0.8016822957370162,False,False
BPIFC,-1.080665262934797,-2.2533751296540294,0.03445025058967556,1.0,0.3597214694365983,False,False
BPNT1,0.07071626005847254,0.6639613390355893,0.5134491587183002,1.0,0.8475756814398585,False,False
BPTF,0.09512843320393749,0.8843843399610327,0.38854696366318886,1.0,0.7815191280836643,False,False
BPY2,0.8998909260790007,1.2600130954938205,0.22367969861859976,1.0,0.6577976940275241,False,False
BRAF,-0.13590025729574506,-1.065891547859435,0.3061231605856752,1.0,0.726382538163256,False,False
BRAP,-0.002859716377273891,-0.04003556943072188,0.9684627573506768,1.0,0.9906594083428282,False,False
BRAT1,0.1686562042482027,0.869342074951921,0.4043520865395541,1.0,0.7919595314586053,False,False
BRCA1,-0.08149453460101164,-0.3718025821370463,0.7158720836406531,1.0,0.9247600767375207,False,False
BRCA2,-0.042648774988700566,-0.12097487363803103,0.9047628815082864,1.0,0.9762835905898821,False,False
BRCC3,-0.14514293858695826,-1.8693870113410787,0.07851376089294676,1.0,0.48250227928956835,False,False
BRD1,0.05936048454737097,0.49401786217681326,0.6264927251590675,1.0,0.8931851691389109,False,False
BRD2,0.14227051558539472,0.9949898216740597,0.3339935808410579,1.0,0.7472456390019403,False,False
BRD3,0.12394910960364136,1.079115626982704,0.2939061053812802,1.0,0.7157607042567774,False,False
BRD4,0.10673452309015374,0.8664959518381179,0.4008366253581287,1.0,0.7900518664904602,False,False
BRD7,0.12639423195374633,0.926994756689936,0.3761637243194529,1.0,0.7747890293209568,False,False
BRD7P3,0.3295723219026123,1.1059613133891901,0.28059528085248914,1.0,0.7032690256808417,False,False
BRD8,0.20602051534511823,2.4880191064368327,0.026810431585086485,1.0,0.333173204117036,False,False
BRD9,-0.08472261920554569,-0.7101364105318799,0.4848210768191986,1.0,0.8323046152162158,False,False
BRDT,1.5967612951237258,2.0701971551124787,0.05863820507419253,1.0,0.4368797111376256,False,False
BRE,-0.31849838689590104,-2.780923456925805,0.012442844262654186,1.0,0.26395970571020166,False,False
BRE-AS1,0.055677495127610666,0.08326258002945067,0.9346265774379476,1.0,0.9824165778403957,False,False
BREA2,0.28874695208957646,0.9750359318962868,0.34670835856287147,1.0,0.7558455084855409,False,False
BRF1,-0.09888619520513231,-0.47195601385930264,0.6434579843784982,1.0,0.8991652243461143,False,False
BRF2,-0.31978801878890994,-2.0072043994062403,0.06764626625833726,1.0,0.45707729703571925,False,False
BRI3,0.04898274288747295,0.43944779231557746,0.6661188807410661,1.0,0.9076397733305075,False,False
BRI3BP,-0.006899188759694752,-0.05608437379022001,0.9558939475549701,1.0,0.9878374688185295,False,False
BRICD5,0.6227809046446176,2.7792745200099205,0.01302027178087674,1.0,0.26911623143512714,False,False
BRINP1,0.2753350532937855,1.0765968320367851,0.29407802080676704,1.0,0.7157607042567774,False,False
BRINP2,-0.48859573699071124,-2.036716434976199,0.0557976159489385,1.0,0.4287824582780552,False,False
BRINP3,0.2089584845777841,1.2193262321409837,0.2389231738228576,1.0,0.6733106243377452,False,False
BRIP1,0.2259181982924625,0.41835633056211474,0.6838790588843817,1.0,0.9157053283982632,False,False
BRIX1,-0.14067273526257384,-0.6801873978399433,0.5032532527439993,1.0,0.8440289146604012,False,False
BRK1,-0.12249100095987764,-0.9569350148458691,0.35945900808286324,1.0,0.7625814137076984,False,False
BRMS1,0.00769414987319017,0.06096239564331317,0.9521667339396034,1.0,0.9875707418240713,False,False
BRMS1L,0.018893944931559048,0.1600882643337375,0.8744531874872605,1.0,0.9693749628051116,False,False
BROX,0.13384798392504482,1.4198545992504574,0.1713360570104771,1.0,0.607181129988878,False,False
BRPF1,0.32616802307401915,1.589762517989732,0.1393559501616794,1.0,0.5725631893626666,False,False
BRPF3,0.39821555188811164,2.3972059155986347,0.032681145678137936,1.0,0.35434550041194085,False,False
BRS3,-0.13714667797576396,-0.45863867041669476,0.6521574003557676,1.0,0.9021656155179608,False,False
BRSK1,0.11636947568553424,0.8277102732575792,0.4174116332420459,1.0,0.7985996127601174,False,False
BRSK2,-0.028010391103570065,-0.10374914971148616,0.9183918029792069,1.0,0.978809350035623,False,False
BRWD1,0.08259286547793288,0.853786086720795,0.40690755929925887,1.0,0.7936829212479267,False,False
BRWD1-IT2,-0.08462951966733723,-0.37868638874214144,0.7118870149796238,1.0,0.922978691363632,False,False
BRWD3,0.11985860716312846,0.5953667169365301,0.5604850165225804,1.0,0.8644870058566659,False,False
BSDC1,-0.04535545197179047,-0.6826075854411343,0.5019933518290376,1.0,0.8438008897542919,False,False
BSG,-0.15282802878750523,-0.8677892955852541,0.3947153034995277,1.0,0.7858468932200338,False,False
BSN,-0.2174156954560047,-0.5981539045733475,0.5579072561017563,1.0,0.8631794971143298,False,False
BSN-AS2,1.4949686331935061,2.618012486470071,0.027189828550202414,1.0,0.3341688817498611,False,False
BSND,0.014430138584510033,0.05198947082824595,0.9590824174320796,1.0,0.9886503638769297,False,False
BSPRY,0.42590923326488106,1.4326250687525335,0.16810510448380617,1.0,0.6055102577448064,False,False
BST1,-0.23687087624469338,-0.37054586804019557,0.7165746424281613,1.0,0.9247600767375207,False,False
BST2,0.3391800815100581,1.4956011964796871,0.15931148346538612,1.0,0.5967034152087762,False,False
BTAF1,-0.0648986979615449,-0.4930778924943962,0.6286780605040484,1.0,0.8942504778919262,False,False
BTBD1,0.10160317606120195,1.3240193409552923,0.20087002358912256,1.0,0.6352863842346043,False,False
BTBD10,-0.37847467035075777,-1.540982308561177,0.14768810057740828,1.0,0.5827264586395776,False,False
BTBD11,-0.7381908586362567,-1.6953669182020936,0.11034024410706766,1.0,0.5323117556921261,False,False
BTBD16,-1.0747666245761343,-1.8950444732339862,0.07313887788925398,1.0,0.47017231273254806,False,False
BTBD17,-1.1228535745689778,-2.4478388573676275,0.022428320656512186,1.0,0.3142819724297392,False,False
BTBD19,0.5241122995677672,1.755064632061434,0.10412412032724441,1.0,0.5245375711692362,False,False
BTBD2,-0.3276025165223704,-2.2173646575544845,0.03676341162454185,1.0,0.36509464911124384,False,False
BTBD3,-0.14890165768220598,-1.1240852445643796,0.272749778939631,1.0,0.6979408378804,False,False
BTBD6,-0.12200184612646936,-1.1105315189283558,0.2821193191144657,1.0,0.7050195557810373,False,False
BTBD7,0.264426831186964,2.1278211235705915,0.04868747350218149,1.0,0.4087224912060549,False,False
BTBD8,0.3858645580387794,0.5698690668268691,0.5751140283138685,1.0,0.8721725770636236,False,False
BTBD9,0.0026558759617465455,0.022204777720680614,0.9826064307260435,1.0,0.9953864544316353,False,False
BTC,0.1084565757317586,0.3630160717791711,0.7208115954025653,1.0,0.9255964989522445,False,False
BTD,0.15245150881838043,1.4463142566412726,0.1642224205726039,1.0,0.60230851906249,False,False
BTF3,-0.06795207347684418,-0.7676382518883904,0.45630911956576914,1.0,0.8185238959036549,False,False
BTF3L4,-0.11111624578192814,-1.1234289129211372,0.2801654730193837,1.0,0.7032690256808417,False,False
BTF3P11,0.5712925341858102,0.8432754390851582,0.4154348840856443,1.0,0.7972662569497216,False,False
BTF3P12,0.11661355219481528,0.4145588375037431,0.6855635661913657,1.0,0.9160113703633042,False,False
BTF3P13,-1.003085155346426,-2.022492483066456,0.0576700940066673,1.0,0.4346697805568728,False,False
BTG1,0.46488302759990763,1.821670345286307,0.08481861317383776,1.0,0.4940507843817666,False,False
BTG2,-0.0770514590402609,-0.24838727593309334,0.8079710863882235,1.0,0.9503969957843504,False,False
BTG3,-0.09623693559012292,-0.4661489518476439,0.6474185370458424,1.0,0.9005812487441592,False,False
BTG4,-0.1361399575367459,-0.30826462384326947,0.7616585237324951,1.0,0.9392328999952378,False,False
BTK,-0.19093662058289684,-0.583411629259328,0.566204637773924,1.0,0.8668361411448601,False,False
BTLA,0.3925682229500267,0.6479744466362705,0.5266460622137074,1.0,0.8520566785174412,False,False
BTN1A1,0.30690277308977887,0.7146284990753297,0.4870137987213768,1.0,0.8342104852528308,False,False
BTN2A1,-0.24577977503761783,-2.18278685424906,0.04405349411418046,1.0,0.39353548379632297,False,False
BTN2A2,0.1019536330354276,0.7957418735337425,0.4366684423945652,1.0,0.8082908608410313,False,False
BTN2A3P,0.353501606046994,0.8220211942994771,0.4204590803631794,1.0,0.7998384477557683,False,False
BTN3A1,-0.08046483206176358,-0.44727081924880036,0.6589933495469478,1.0,0.9052763071698203,False,False
BTN3A2,-0.04003512395662412,-0.20303156167066913,0.8416004763368021,1.0,0.9598282215501612,False,False
BTN3A3,0.04014596431840811,0.19875146238309607,0.8448511841976606,1.0,0.9612113808368017,False,False
BTNL2,-0.1003032273741038,-0.2540007205454785,0.8029483582714819,1.0,0.9491019225588371,False,False
BTNL3,-0.05076034085392145,-0.2279555617821153,0.8216981514833657,1.0,0.9546289830149814,False,False
BTNL8,-0.11053582768563142,-0.23875187487639152,0.8150107160064052,1.0,0.9523019704971646,False,False
BTNL9,0.16109766740174525,0.5122928960803722,0.6167883413042128,1.0,0.8898139627921791,False,False
BTRC,-0.22520226989690162,-1.6126673266809097,0.13330151852624872,1.0,0.561603836185483,False,False
BUB1,0.5806486080222726,1.817956716684989,0.08831523865157441,1.0,0.5019143300108281,False,False
BUB1B,0.8046570613160502,1.4450937106067854,0.17542454477377936,1.0,0.6110626410937694,False,False
BUB3,0.09302850542531971,1.2827958924490062,0.21397193886092455,1.0,0.6465919850684593,False,False
BUD13,-0.06811833155804692,-0.44673811553591253,0.6596154650107673,1.0,0.9052763071698203,False,False
BUD31,0.15306827682598456,1.326141333419113,0.20333171834168565,1.0,0.6381842912623845,False,False
BVES,0.22124629785517325,1.6569831578397278,0.1113364464431652,1.0,0.5340262739360745,False,False
BVES-AS1,0.3961411408799602,1.3294927764758802,0.1996934890429297,1.0,0.6343612493142861,False,False
BYSL,-0.6102599070772952,-2.049830962356766,0.05234532680922703,1.0,0.41913634439000086,False,False
BZW1,-0.3363115672216743,-2.7270659459147457,0.01577608325527034,1.0,0.2860608397815799,False,False
BZW2,-0.46607241449652115,-2.5980256619022,0.020751745769850626,1.0,0.3062540101411878,False,False
C10orf10,0.5804250776448461,1.1491099810174807,0.2711802725541018,1.0,0.6964579443930224,False,False
C10orf107,-1.4493294399157772,-2.835269079380475,0.009758211094016827,1.0,0.2438972169503471,False,False
C10orf11,-0.03514776974357581,-0.20624345210863673,0.8394917441007358,1.0,0.9596051683264566,False,False
C10orf113,0.013632640113839578,0.024211839139716362,0.9810419856055131,1.0,0.9947710699147615,False,False
C10orf12,0.13222588744721442,1.0812685260707917,0.2928299493210101,1.0,0.7153148380058453,False,False
C10orf126,1.569751637351116,1.8404077664624714,0.0874212309411177,1.0,0.49977399585568166,False,False
C10orf128,0.35813093123583073,1.9851130392681398,0.05940819001699524,1.0,0.43882014191185764,False,False
C10orf2,0.16957275914497316,0.7065526695814431,0.4883172908031544,1.0,0.8348953431437848,False,False
C10orf25,-0.20430571140056575,-0.38735031094497596,0.7051519914726757,1.0,0.9206503159743928,False,False
C10orf35,-0.22242119875532218,-0.6875104739413167,0.5057709030322253,1.0,0.8440289146604012,False,False
C10orf53,0.5834283292358435,1.9240242646520798,0.0763438909757544,1.0,0.47886435399961064,False,False
C10orf54,0.026751150977183613,0.10712597179211598,0.9163813255593157,1.0,0.9784466678786341,False,False
C10orf55,0.7126237840881424,0.9971357518844971,0.3325912652335655,1.0,0.7457078149984013,False,False
C10orf62,0.5268495096970196,0.9623094512619257,0.348788352710048,1.0,0.7570995980711841,False,False
C10orf67,0.11489414905560036,0.4704968887601308,0.647842262375593,1.0,0.9005812487441592,False,False
C10orf71,-0.2218850054342889,-0.30818164679717647,0.7627640981604688,1.0,0.9396156050028721,False,False
C10orf71-AS1,0.21548109292799245,0.4125432182936575,0.6868365663495455,1.0,0.9160113703633042,False,False
C10orf76,-0.1717803319265876,-2.06968037147044,0.05417552142697625,1.0,0.4251072254553072,False,False
C10orf82,0.13912376135986415,0.3209341480988493,0.7519534326637035,1.0,0.9363940268282188,False,False
C10orf88,0.06565576686424546,0.48649228169137493,0.6350826751180029,1.0,0.8965942562593793,False,False
C10orf90,0.04897290556837497,0.27543180474452167,0.7882680926889185,1.0,0.9448575289351626,False,False
C10orf91,-0.05275875340922731,-0.10855046477787243,0.9151343358059645,1.0,0.9782672491634667,False,False
C10orf95,0.28597068130356185,1.0142085084340875,0.321863905402847,1.0,0.7377392386496945,False,False
C10orf99,0.440371522442069,0.7449282783708951,0.4719115812471881,1.0,0.8255974805413006,False,False
C11orf1,-0.24262373701866746,-2.4381989122527403,0.022898975483280327,1.0,0.3152275578735147,False,False
C11orf16,0.36068611372570736,1.0241745538901594,0.32319652434201973,1.0,0.738244249467688,False,False
C11orf21,-0.28811899629309323,-1.1980334756324098,0.24327652002170486,1.0,0.6765284397852063,False,False
C11orf24,-0.30494403867313835,-2.6737794849888994,0.014437936882057092,1.0,0.27721066308836917,False,False
C11orf31,-0.20065774047606055,-1.8226880065013487,0.09202832893077038,1.0,0.5084863814604464,False,False
C11orf40,0.2309654807770083,0.3499716356622928,0.7310365952406637,1.0,0.9296771504976763,False,False
C11orf42,0.04493598842692581,0.1539988663010576,0.8793539353978862,1.0,0.9706982811720677,False,False
C11orf44,0.3119810809750203,0.7225001943523661,0.487806142329913,1.0,0.8347148080401343,False,False
C11orf45,-0.16078792195195835,-0.6286540283989255,0.5396743075086411,1.0,0.856855813772039,False,False
C11orf49,-0.18407239313381485,-1.1942676307477986,0.2515245781653924,1.0,0.6832266100340971,False,False
C11orf53,0.6633713587350956,1.7147530465448966,0.10202283783788292,1.0,0.5224849697151688,False,False
C11orf54,-0.19702704580411456,-1.0762615164726914,0.29429081190309103,1.0,0.7157607042567774,False,False
C11orf57,0.03587831925708773,0.49945062960314895,0.6236595038539509,1.0,0.8916060360106732,False,False
C11orf58,-0.18678728555000212,-1.9591112714697771,0.06670279922706579,1.0,0.45522962803084743,False,False
C11orf63,-0.25598244336680054,-0.6449201167173839,0.5283546388781185,1.0,0.8526654842357932,False,False
C11orf65,-0.7553345200123209,-1.4335410687436587,0.16869909033073835,1.0,0.605811394874612,False,False
C11orf68,0.16718078655708535,1.5487207617369227,0.1396022798789885,1.0,0.5725631893626666,False,False
C11orf70,0.5865528177754298,0.9908577103932106,0.3454394957123755,1.0,0.7549729198046874,False,False
C11orf71,0.16558626777222418,1.9142773825076091,0.07148278184705814,1.0,0.4661160697418627,False,False
C11orf72,0.47982150310213,1.699006895058426,0.10860853294291502,1.0,0.5312714379580311,False,False
C11orf74,-0.1561157799999604,-1.2252085385421645,0.23704132399293115,1.0,0.6723627387013494,False,False
C11orf80,0.17486415353024132,0.5548025668956797,0.5860118096694723,1.0,0.8768164846725877,False,False
C11orf84,-0.2719637810997346,-0.8966758739964736,0.37929418833347944,1.0,0.7756229224908275,False,False
C11orf86,0.02544457657137933,0.050015494348775495,0.9607616638448362,1.0,0.9890764661676983,False,False
C11orf87,-0.24970861798263844,-0.5666311662637716,0.5764580561689446,1.0,0.8723694831460966,False,False
C11orf88,-0.06553368425762862,-0.11660689038390962,0.9091109682135237,1.0,0.9769416146373957,False,False
C11orf94,0.5340179531105949,0.886872452577684,0.38873092879954924,1.0,0.781747080436259,False,False
C11orf95,0.19363447363157338,1.1568139931110455,0.26169388865973175,1.0,0.6909816447551966,False,False
C11orf96,0.2805952036008268,0.5373677540859824,0.5985524521070793,1.0,0.8825630090873181,False,False
C11orf97,-0.6976417899220806,-1.1857200964636974,0.2574448601978968,1.0,0.687587833840699,False,False
C11orf98,-0.04121575089479723,-0.27991141487391163,0.7832484911255971,1.0,0.9438358871556981,False,False
C12orf10,-0.44624311627593816,-1.7198732217544719,0.11537819538208176,1.0,0.5397407478879774,False,False
C12orf29,0.1804917238045025,2.343824996551616,0.029181864722671775,1.0,0.33931928294830294,False,False
C12orf4,-0.10447257668855858,-1.0779235208970863,0.2935945243355611,1.0,0.7154162676844422,False,False
C12orf40,0.07430540451415402,0.17543951811378386,0.8626763873739267,1.0,0.965887914471012,False,False
C12orf42,0.1649431849990166,0.5204104958034569,0.6100830033140603,1.0,0.8868549564045088,False,False
C12orf43,-0.3945797294625777,-3.0192742973628905,0.006790444162144137,1.0,0.21395319639475627,False,False
C12orf45,-0.43263481167624107,-2.1660019246527233,0.05257305568159622,1.0,0.42006200433999713,False,False
C12orf49,-0.21341631686251183,-1.7317231012735923,0.1071812912913083,1.0,0.5293724424542035,False,False
C12orf50,-0.598604313262182,-1.706589697175139,0.10467743368267385,1.0,0.5255417224369026,False,False
C12orf54,-0.6488693498896678,-2.1724491652657094,0.040381675926503116,1.0,0.37917205998635645,False,False
C12orf56,1.0072157396919916,1.7352751694643487,0.10734694502410315,1.0,0.5295095578862284,False,False
C12orf57,0.03527998913219044,0.23568293875164253,0.8163813422080568,1.0,0.9527577562374072,False,False
C12orf60,0.2998750545699318,1.8063025692544128,0.08587686246455406,1.0,0.49569284957272114,False,False
C12orf65,0.14608495460153748,1.2702429963454391,0.21993624337736867,1.0,0.654592254932725,False,False
C12orf66,0.2953825544451174,1.4106198364950395,0.18380799231395548,1.0,0.6202910184598801,False,False
C12orf73,-0.11481027061216409,-1.2188509146365116,0.23922706618901976,1.0,0.6733566152511511,False,False
C12orf74,0.22358888636320107,0.5335857796113909,0.5987629810838805,1.0,0.8827380211851992,False,False
C12orf75,0.09864131090137374,0.3437673067236932,0.7348289331118482,1.0,0.9310377792065548,False,False
C12orf76,-0.03905322130708733,-0.26436242125003295,0.7955097875701989,1.0,0.9465863842443584,False,False
C12orf77,0.16538188752009853,0.3240107210615933,0.7489407708022916,1.0,0.9352850318241228,False,False
C12orf80,0.6866465428514301,1.6351257139681432,0.11630357070737565,1.0,0.5406182444904428,False,False
C14orf1,-0.04948900264692124,-0.38246978233226914,0.7063055684644957,1.0,0.920773396898173,False,False
C14orf105,0.026025909096154987,0.06975726232145123,0.9452791115817262,1.0,0.98616419303962,False,False
C14orf119,0.010645425067712821,0.09796345973589796,0.9229412693698477,1.0,0.9794873511185811,False,False
C14orf132,-0.18052837105312847,-1.1004815855933927,0.28499158265960667,1.0,0.7082339876377843,False,False
C14orf159,0.15477237536933242,1.175470540143181,0.26064102873096423,1.0,0.6898623159691345,False,False
C14orf166,-0.10611474985917546,-0.9467555858696434,0.36275572227486713,1.0,0.7639170642749311,False,False
C14orf169,-0.013942868176642698,-0.11440331690730429,0.9100246081561096,1.0,0.9769904662707575,False,False
C14orf178,-0.07570799139723938,-0.23324513570250532,0.8178579840795281,1.0,0.9536840678966677,False,False
C14orf180,0.3527829533868654,1.2704059200757607,0.21992653206449855,1.0,0.654592254932725,False,False
C14orf2,-0.14448791211290768,-0.7781840118331079,0.4514330454446594,1.0,0.8159320609073442,False,False
C14orf28,0.3456967573746983,1.5513453099717311,0.15022213334863363,1.0,0.5865446210840384,False,False
C14orf37,-0.7219490772872446,-3.0198880670896258,0.006452797175043185,1.0,0.21072013092998554,False,False
C14orf39,0.426591283209083,0.808448237174303,0.42720078395648287,1.0,0.8032307135727773,False,False
C14orf79,-0.25693424581723123,-0.5645875544480371,0.5800063817985112,1.0,0.8739009256932337,False,False
C14orf80,-0.14625508721266645,-0.2874000600323635,0.7777437338959691,1.0,0.9426239999274652,False,False
C14orf93,0.5890126303792886,2.1351908149052092,0.0574668007117022,1.0,0.43423074582116983,False,False
C15orf32,0.15216926812089493,0.2750309955216079,0.787029717581234,1.0,0.9444383764590406,False,False
C15orf38-AP3S2,-0.02395397854276382,-0.2945493470068951,0.7716931437846074,1.0,0.9414795132303047,False,False
C15orf39,0.08173828895212587,0.4783390817410988,0.6384030450511334,1.0,0.8980166983097944,False,False
C15orf40,-0.24985026905569985,-1.7574700587087386,0.09436657142960907,1.0,0.5132514603134427,False,False
C15orf41,0.040795582920352125,0.2163549620139057,0.8309475780667254,1.0,0.956978300915148,False,False
C15orf48,0.0026814461599546924,0.003726443026637242,0.9970796317970754,1.0,0.9992348323646363,False,False
C15orf52,-0.0408179445151573,-0.2643693884804986,0.794608405288777,1.0,0.9464841747390569,False,False
C15orf54,0.1707538713820851,0.30356576787722866,0.7652859912758491,1.0,0.9401304018653602,False,False
C15orf56,0.8845629275870928,1.3634797728118877,0.19171256099151315,1.0,0.6277027825483593,False,False
C15orf57,-0.06637854012096778,-0.4641249840245893,0.6482948160582437,1.0,0.9005812487441592,False,False
C15orf59,-0.7253455306969014,-2.768113621054361,0.017577414065932082,1.0,0.2945558829360832,False,False
C15orf61,0.07071617062584323,0.5485262903971468,0.588850736849842,1.0,0.8784003742371483,False,False
C15orf62,0.8723174328534662,2.0983089238075627,0.0523947225761766,1.0,0.41913634439000086,False,False
C15orf65,-0.2612048439008783,-1.1843972627265862,0.2595345409520271,1.0,0.6893717544998845,False,False
C16orf45,-0.01884233451416062,-0.15156738799793734,0.8815961427160557,1.0,0.9712545375398556,False,False
C16orf46,0.046983824903941596,0.3326310869269164,0.7429161656960641,1.0,0.9336556119657204,False,False
C16orf52,-0.5497998001313129,-1.0915954959755263,0.28638007058274134,1.0,0.7090638434677151,False,False
C16orf54,1.1432028178652995,1.6603387646359995,0.12042878027445908,1.0,0.5455977841836428,False,False
C16orf58,-0.10632204217413932,-0.9523875498917145,0.352696646322822,1.0,0.758897366603655,False,False
C16orf59,0.07402125954497407,0.15012316242511428,0.8826583524764331,1.0,0.9716851000969009,False,False
C16orf62,-0.06250854432686381,-0.6321053243828619,0.5356601037683381,1.0,0.8548899918008382,False,False
C16orf70,-0.09189448588716509,-0.8629490776813034,0.3986148456206232,1.0,0.7888297023743034,False,False
C16orf71,0.5551328378917586,1.0099632308709963,0.3250736897143941,1.0,0.7407394489356336,False,False
C16orf72,-0.24445492466317909,-3.1812838618648405,0.007809831987507289,1.0,0.22821828131457855,False,False
C16orf74,0.20601453906565825,0.56544555328015,0.5814222448290128,1.0,0.8746014242617863,False,False
C16orf78,0.7208244201997154,1.4233807687482891,0.17228181237653425,1.0,0.6080012599651382,False,False
C16orf82,0.5793215739940945,1.48041788412797,0.1532721668956286,1.0,0.5897547130992772,False,False
C16orf86,0.017312408304118065,0.04289162892082989,0.9664077969448044,1.0,0.9901082225612351,False,False
C16orf87,0.121410108106355,0.6889352728099856,0.5052088446583215,1.0,0.8440289146604012,False,False
C16orf89,-0.013215194993660084,-0.05827145075898424,0.9540826928505163,1.0,0.9875707418240713,False,False
C16orf91,-0.0857094049890561,-0.6050083159673774,0.5528880591956443,1.0,0.8618912008200739,False,False
C16orf92,-0.13239024565140411,-0.3365627947125131,0.7395092020174624,1.0,0.932624536738239,False,False
C16orf95,-0.17642897401347124,-1.1382722462093549,0.26850883513982177,1.0,0.6961303951753844,False,False
C17orf100,-0.1220324974519782,-0.8610784539396492,0.39996068319699474,1.0,0.789512789640991,False,False
C17orf105,0.24715946811743672,0.39526863299054693,0.6972404259129945,1.0,0.9196366336062706,False,False
C17orf47,0.02968197688840224,0.06323188933439507,0.9505246472753789,1.0,0.9875707418240713,False,False
C17orf50,0.3183897029782701,0.8054935964845172,0.4287879947864005,1.0,0.8039209119052735,False,False
C17orf51,0.0829231883904038,0.4496622869421072,0.6586342876012589,1.0,0.9052763071698203,False,False
C17orf53,0.07260532432721867,0.15299723614404662,0.8809998939480558,1.0,0.9712039734291347,False,False
C17orf58,-0.44798358748939027,-3.988319461493458,0.0007587464491811842,1.0,0.11260119299894067,False,False
C17orf62,0.1155241112273604,0.773407055673752,0.45034176595807746,1.0,0.8152771475099975,False,False
C17orf64,-0.03201106279771082,-0.058636718424674945,0.9539424965578834,1.0,0.9875707418240713,False,False
C17orf67,-0.005201015181715007,-0.015771725011792796,0.9875538544477274,1.0,0.9966493567414811,False,False
C17orf74,0.8033025744802976,1.0432384112241615,0.3143323263018543,1.0,0.7317791390549014,False,False
C17orf75,-0.3499269099685103,-1.8802965972271406,0.07756523632561131,1.0,0.4820914299504062,False,False
C17orf77,0.6234918379077512,0.8656723498474144,0.4003742993322796,1.0,0.789724573918843,False,False
C17orf78,1.6479082143665875,2.817378357919037,0.011084314401898733,1.0,0.25789791813006924,False,False
C17orf80,-0.050514932633707765,-0.6423479799253133,0.5276477333382638,1.0,0.852221162342115,False,False
C17orf82,-0.11316267717721118,-0.23687572671119972,0.814954309949576,1.0,0.9523007382223784,False,False
C17orf89,-0.15280411551814677,-1.6863581622954211,0.10801185319632567,1.0,0.5301814233903012,False,False
C17orf96,0.11151360961339929,0.288668417898853,0.7763846973015295,1.0,0.9424317647483363,False,False
C17orf97,-0.180806429177073,-1.0083010816303337,0.3268430505720357,1.0,0.7413473811376369,False,False
C17orf98,0.17863932682218697,0.3026158576390707,0.7656746173000409,1.0,0.9401304018653602,False,False
C17orf99,-0.060804733491626406,-0.12503055453678,0.901887808499853,1.0,0.9752932070768872,False,False
C18orf12,1.0582577476734336,2.5265799246120846,0.019761896129127824,1.0,0.30397337796386564,False,False
C18orf15,-0.2808073808416074,-0.43259789162096046,0.6713696280151032,1.0,0.9101038965618566,False,False
C18orf21,-0.07117637759675333,-0.42520886424745424,0.6780922114296015,1.0,0.9133084593658982,False,False
C18orf25,0.03417480091225844,0.28331619367069705,0.7802168648887036,1.0,0.9430260045178396,False,False
C18orf54,0.3956354075193582,2.642267846275281,0.02147996860280912,1.0,0.3104584809576453,False,False
C18orf61,1.0303950101462762,3.633903301910473,0.001417082635368541,1.0,0.1352918871230998,False,False
C18orf8,0.2521167366419004,2.5607324345560176,0.022627607117217854,1.0,0.3142819724297392,False,False
C19orf12,-0.22764117480085666,-1.992542318582214,0.06146050161302961,1.0,0.4437146980664604,False,False
C19orf18,-0.10448901506438268,-0.40988263163245847,0.6873144415610052,1.0,0.9160113703633042,False,False
C19orf24,0.4219287833131533,2.385949768952376,0.027831147346615858,1.0,0.3369695358325062,False,False
C19orf25,-0.06049754036530963,-0.5402462460968898,0.5945881240588679,1.0,0.8810193031535166,False,False
C19orf33,-0.4414793784996309,-1.3389422413564005,0.19419764911009213,1.0,0.630358367902361,False,False
C19orf43,0.08044136834194582,0.7867513953371642,0.44081543006768564,1.0,0.8107821885401497,False,False
